Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,2091.6272744932976,2100.6025207732246,2206.3957620001293,2802.224794131606,2924.8201669571195,3093.978245368675,3945.8151254683057,5172.336907040264,5280.588155942263,5671.30911730702,8652.237040002523,9326.287144036318,10161.588239148075,11863.212527827234,10407.345244361462,10217.081699569308,10073.364021301344,9583.7242883703,10303.60057521065,9708.277440227255,9112.461105348943,9145.810174207281,18263.96796826213,21811.24255503127
Libya,819.7479936006769,452.5136147574527,541.401766516621,685.0732200740247,690.9307693483545,614.356296200431,639.1370461889375,1100.0686521298505,,,,2987.41340773267,3964.690154136521,3755.652496350929,,,,,,,,1214.8645582452625,1573.6827773146888,
Morocco,1470.3176147925328,1474.8743262617281,1819.2300702499797,1937.523821552049,2031.1313805624586,2134.59487606275,2408.350249562701,2944.9584727359997,3055.069441858733,3160.804832033607,3342.6989556074454,3402.700835840546,4065.55231693534,4048.6125243501792,3268.363375665711,3327.031889648557,3461.461531383587,3696.8569447441005,3721.32383745287,4830.956393511692,5378.3665352074695,4995.028073835146,5184.9283995423875,5517.9243992338525
Angola,404.299139990661,438.68624541123177,670.0211644324943,817.5335821520827,1365.0553986904408,1970.309115183761,2032.432883434303,3163.5911474090203,3311.1932452772153,3500.7948364464883,3639.4963735446004,4144.634851468555,6090.751702008843,6846.249313340521,3608.2991146167365,2764.054937159764,3062.8729139838,1983.6137480008938,1470.9387172875404,993.5944046258786,981.4510118717992,1622.7637319509674,1247.8463450851725,922.0508138869424
Benin,13.112535622252024,26.000447640418486,34.544046799724704,41.78047834028981,44.70602956008706,46.78613092619863,,64.72460110985809,,,,78.2230910412182,86.00315763905756,92.99070618812131,90.89608589060782,79.58156805205942,116.14278236693988,90.21242599458418,68.11239030783777,71.81781847880863,97.42448880988522,110.01037031732224,149.0352880047432,154.1077197327867
Burkina Faso,36.83296523104501,42.46844995896629,50.757054370268406,65.68424240703409,73.8433421553535,72.63286733347358,107.81672846242283,116.99958687375086,127.33329662463522,123.70047468386377,138.85086020183698,147.72969891896022,166.13634523520363,177.16697177629396,147.9347366641305,149.46736322745178,191.0658387643044,305.7810790579835,357.9215575177743,382.4646773604908,458.2790984448859,562.583349170273,827.153018861823,1023.6722201425774
Burundi,53.230373106377655,44.910067053523555,43.41320130793815,44.87237714597148,49.55712938478892,44.717502041451176,46.308706221634765,43.85631994872184,,,,58.96666227617139,60.8595000932422,62.17742874014547,66.16458443559236,66.4628430779874,63.908678432008834,65.43659526279552,84.68941391820168,67.47409271629704,68.37639713578308,101.434221215165,145.16802165114814,171.82978457825809
Cameroon,124.30170836749478,145.6266105011851,188.49965588437712,221.10792469973595,223.08462314301534,256.9278433322496,296.69891730496784,346.5861256573732,343.2651539859293,354.0543978420157,347.477885670932,354.4474631116474,392.84063089891674,401.5291181013931,353.81549455348926,387.43783087299033,408.1575751355605,429.89218057234984,422.2947719802443,393.29939006377396,443.33683200567674,416.6380216402023,456.5690918880268,534.85200533635
Central African Republic,,10.681962960624858,15.018926359256708,15.103589918320603,15.396194650670752,,19.11251974369193,31.511483793168903,35.99238435701186,51.58527450295492,49.874328728918805,42.74602518573944,47.923241448908705,38.40700992145633,26.703885622839138,26.832998820193534,27.516264177935216,30.517648413658087,40.7776666587025,44.34809807635498,55.515012096934115,42.00180265646586,62.52702181344471,71.1749699459274
Chad,26.192330830965336,34.29040385200319,40.949759119064005,50.54090121809251,55.491517968862574,222.99145135688195,389.1359096286621,611.426848739965,738.9037370866565,615.8170074523953,609.7069930870205,,726.4593960003237,392.38295459279203,220.9823315580353,309.5674317268118,219.08103137027834,253.17412333736397,234.7096549582052,322.86652649138955,330.9980781919861,331.74676604946757,372.75185572335937,557.7112401406976
"Congo, DR",,,78.70803187986098,137.63780552523806,165.20506089789578,205.10208657659214,205.21722302854377,159.9984265849921,122.37801098067885,183.68209750825963,238.78754658827546,332.4939793749422,374.47565335181775,341.22463440621283,491.27687707905375,395.73374524705577,295.2360743175798,295.3483646354702,352.7095655968196,362.0916155392711,306.0787825606135,371.08159985082017,794.2445980722746,899.1877784038358
"Congo, Republic",54.44594353097175,70.70423020195469,93.77666896077082,124.29843739648106,100.91607452963972,126.56964179846622,168.07958820448727,207.72434430164915,,218.39092063633078,,,367.05729547164015,704.893729407907,,501.8121449378365,371.9370550768078,292.2604652501871,299.95323896934593,298.38219194745164,313.0558314869467,265.8479727296654,284.99442966404865,182.04440252173868
Cote d'Ivoire,,,213.00757054370266,250.81158844184486,249.8729780763952,267.360247853277,323.61919347670505,368.9105749154208,420.05904452906276,387.69213995400554,357.33025901421166,407.59653412323723,430.0036108364891,521.2605292510298,569.6716215445381,602.5387312353536,501.5787322456487,607.8482178844936,535.9513821809754,607.1558899681999,637.6569128174989,607.2456995565701,682.1771113492144,658.3532182181273
Djibouti,26.048131622036788,33.250994536380055,41.763775805898014,37.35574299041756,44.84726059385216,49.51581411313238,34.51871191361741,36.27483527551612,,,,,,,,,,,,,,,,
Equatorial Guinea,,,,,,,196.31437173850904,292.75465883587725,371.9275878573274,,,,,166.54027052149743,137.26265956547465,139.20081764180193,136.21036138833068,149.49869004433694,148.6369330225033,162.37336438041947,162.8071326712182,156.79163491983198,162.192394152675,113.13523755497545
Eritrea,166.55024536893762,150.76442521241995,181.58366899891195,,,,,,,,,,,,,,,,,,,,,
Ethiopia,349.8082764508146,288.9323334597765,278.6731599315324,311.03874898964517,342.0666386659343,345.6870170210907,360.1403086120266,388.18759674741193,339.62776796630897,303.6170330890518,332.4417723915925,366.53901766752523,345.0641658440276,414.4760258300706,442.532624456259,490.1772485320749,513.8274523733917,516.9770761594,535.9780182036751,754.4741287976404,1595.5437290148695,1785.6038283919195,1409.020101008437,921.6652638646304
Gabon,90.03613723144335,94.69316544904646,108.39642119752236,125.12185657362976,118.11143045644475,130.23771730191817,,,,268.73850390791415,265.96533761703535,278.1439571266554,282.163387579953,208.12477333813558,170.374503339251,202.81539068040226,267.4307708028203,261.2173950595958,266.8791961198584,263.471597129303,311.4549286354286,277.6747689905686,265.3858026318787,319.0959207265087
"Gambia, The",2.4542302004181753,2.2592856640793664,1.997861937225075,1.9313954998484852,2.9850850731748286,2.7863192437744293,4.547026140374858,17.163533461905878,7.095299575145247,,,11.173079860710601,10.378890693483436,14.599970284939412,14.288131905326017,,,11.48722494341072,14.456446201773305,14.805015929753672,15.874259866824561,15.446282227631354,13.950935482351193,14.433677704271274
Ghana,32.35214049880987,36.97548134378742,53.24402028695239,56.35384298967754,64.19656639953038,75.73260792709274,126.07778899286608,113.66816024804795,118.29074389551391,122.48046847703037,234.3274795780005,337.26097270327756,254.99705739361838,252.6538337166147,190.5403620029066,161.75187426381748,189.1298414903589,218.44425359219503,233.32013703844692,239.8871642832229,298.34543305757217,229.27886620907788,285.3759346916375,268.7367054338518
Guinea,87.71839881880076,98.08486517126894,84.13394930803605,81.01857009799771,,,,,,,,168.9133574679029,196.818705594191,196.94558975324063,221.4142323102065,161.85674445321777,181.63777587054466,197.07952635247594,197.75433070763407,206.99289078606407,244.55859041580294,441.26016972619306,504.6671802862754,562.4559504996824
Guinea-Bissau,6.1831635151745,6.363093769189713,7.505161734342739,,12.116374832217312,,,,13.744583702185157,17.129808167954497,17.519804351235308,24.49175068115888,21.710792648368553,21.47083120865868,17.036957292550245,15.730078467708703,19.021935352021526,21.19842949271607,22.571242307469138,24.165899178063146,25.67374032562508,24.538678142199377,25.292392170568288,
Kenya,195.36500549875768,213.89450800072638,245.93866381512757,259.8078407151852,316.79948540185114,375.807203248785,494.68489666892464,580.0119406782479,578.0716723549488,622.0498477910775,646.6781067167507,840.0725899566542,860.5608961147384,819.0426267995349,843.6678027970108,933.1030025495725,1015.3847819758978,1113.6483616451974,1116.8724199131227,1115.3217703236953,1191.0351991616183,1155.1795230193984,1053.7955722424294,1231.306436546417
Lesotho,23.390729430677485,19.559896401567258,27.363759542615423,31.3869551015606,33.61989391964248,35.2245793060673,39.83467156444587,27.350681860548445,47.39976893128951,70.66103736808891,58.16932075310592,53.24014582270093,47.94118317234693,47.69339602823479,44.02592624976555,41.489543364854306,52.59481037259718,51.06434775482326,44.84596746278989,38.618836531454946,37.044054950260545,34.66849989755181,34.446236515400514,36.29597699581493
Liberia,,,,4.525,6.467,3.9005,2.882,4.895,6.7395,8.982,12.5405,15.179,15.1115,14.531,14.799,14.712,13.3355,13.229,12.901,12.901,29.723,52.198,62.518,33.825
Madagascar,65.0375654549594,57.743396833993216,72.51701888834157,54.47171002643323,54.01816248383699,53.91401764458759,81.93694366768415,103.27153953768797,70.98522142305785,56.92289289217446,71.98980801137711,68.63601780434357,71.8778744942023,69.67665525330813,58.93284775624188,59.39499592052374,66.90609018516719,73.25842523867843,76.576631109179,87.3577520692398,99.1859200335487,98.14916922293187,101.86616111700121,121.63424673229977
Mali,44.88165022597706,49.355225627987856,66.7584308327598,77.4203318284638,86.45074203553581,96.0048958671996,110.37688803944357,142.91935105682163,144.434608395844,146.78654571078408,161.06267457286603,148.8657798706043,153.8336976763015,218.11840312495508,309.1706822216586,362.3989021985638,460.19619196839136,481.72818447786335,475.63818567201065,593.8658835386727,652.8833532865035,582.0175525434124,785.2650084672229,929.2785208614016
Mauritania,51.85248934979992,36.28113741494597,62.449150287039494,0.0,66.65963664848904,81.90618019359643,0.0,123.32338383647561,114.82432937194606,0.0,0.0,142.2999123457623,144.21548346758368,144.8443306631431,132.93121769171918,136.0648759693798,143.7693185931887,159.01335298038617,162.3979549764987,198.53003721424776,230.93549287908405,225.35213553643985,277.1614963252498,260.0590172692291
Mauritius,8.977215381076785,9.502035912155398,10.882927441176998,10.935141916831826,10.886148046189001,10.814271432220789,11.63228874262703,15.580188944497554,15.316115870562394,14.874416912462156,17.512018393367242,16.662229617304494,23.200896376061024,19.744222082766132,17.086605413515816,21.999438028168242,22.633506641126573,23.017460774950223,22.131218959658447,18.47839938830126,20.231427796007996,17.8845959703586,19.936715863076138,23.009853325713888
Mozambique,50.61921598176162,53.509586958357964,59.771342553075186,77.63060585528734,62.247951086249515,57.439135775251174,68.62536425660694,83.70945573360328,84.30280940319714,99.189931713982,118.87118303540713,139.10055334296692,157.89211436315983,173.75224899254573,134.03372638618154,110.46370930906537,129.25838622376298,196.53545284958963,217.45132229003198,288.25894594244045,309.99969354294996,417.1753094156353,404.3991853360489,450.44858739359756
Nigeria,570.6322877615054,896.9132014131931,587.4618872947331,639.9900668231894,674.20814479638,776.1480583278924,971.3213786086734,1615.5332107367603,1504.4861721132022,1990.0996686582655,2384.9360217138424,2316.4781998615867,2418.7601708706266,2357.6712192906225,2065.557663350914,1723.2042663951536,1621.218176403174,2043.051719216729,1860.2604295613423,2567.917819043856,4466.397815795406,3109.384939123517,3101.259562897293,1133.303623276479
Rwanda,56.88590313143352,51.11861411757281,45.19626898289796,41.2157610455642,44.99635188939861,54.55764803973101,55.580440804088084,67.66035962395469,75.27848605414107,74.51441728645308,75.38392855655523,79.79391009205675,82.4807155803265,90.93779321668521,103.5632147055096,107.27861868518903,115.71681244900425,118.95917404681512,124.07335262689226,147.87373188727793,167.83780302392546,176.43166455758063,179.43300947733138,175.9243805853525
Senegal,68.89128682102861,74.36139503119135,96.85650378527184,107.55368787680892,124.40375529889967,148.55514544167988,192.8079755126057,216.87028952334163,214.82424298899164,195.7328929063938,230.19035065039654,196.66148901037556,236.737915958222,239.89363451230562,214.82796517034404,304.7642642451122,305.4412616233524,385.13236310243565,356.82079602974954,345.6374789302657,483.22491309553004,421.013743846819,448.993705877196,514.941285308382
Seychelles,11.065396053633437,11.699935949255751,12.239108859559465,15.927272727272726,14.727272727272727,14.366386518083443,15.176703387225304,11.124810198324246,8.651202433522657,7.157559787202307,8.712704951134803,9.9241097489784,13.76645132398431,30.90915271788738,18.10134877581179,21.920004392191316,22.290935264479923,21.561447814228046,23.4962551154351,19.413071361940297,40.106698626587196,24.505837153757927,33.22626112759644,26.860869691808244
Sierra Leone,29.911134607154544,27.133961877629186,28.467933592851605,22.961537037722575,23.552130233008835,28.02245848118275,29.076876178735688,23.645736556308716,26.405564662620176,25.062278631202407,25.476183906777404,29.758934079796692,31.684939411425276,48.81063078771625,39.22651426584026,37.41473216954801,39.57782600412428,29.622478099625702,24.5577468422701,32.59916863959977,43.42785226444332,41.79580033538687,37.826350383725625,36.44704886254763
Somalia,,,,,,,,,,,,,26.05,60.258,46.614,47.706,61.813,76.562,71.72,98.1566,111.029,118.661,140.974,201.854
South Sudan,,,,,,551.4545044277537,587.9668667228808,896.3907069315268,609.8986326487162,650.9106678230703,1052.7219703686358,988.2259887005649,981.9830508474575,1301.5254237288134,1151.9203767594379,135.3381435897436,72.38810457388036,149.0924246995465,186.49892522647013,128.91601412559498,213.22201750345465,520.445647167204,1076.1661292799017,2027.890373099954
Sudan,388.09131742313554,484.6072630323654,398.11022173858066,1240.766949070394,1164.9959360606883,1647.8391943710703,2427.0725947480155,3228.0000000000005,3180.4830097306613,,,,,,2279.6216395618985,2748.5119762470727,4382.998816697173,1047.8787199874052,722.2561774207632,934.3111538035246,375.212619388697,,,
Eswatini,19.665055208509987,18.338440521028016,31.92769093492845,42.695547309545816,59.471673902753906,58.520575052979005,61.877516723749075,66.65783019941365,75.91161798842768,102.03217496537462,106.62940892120098,90.63979527330794,86.04037675581507,81.355664003534,73.52745574242415,80.52777990285844,87.76282312823491,95.86338032309557,86.53228597134749,76.79529997571046,82.79251539554714,83.20058048067726,70.513370260132,79.65526460814857
Zambia,,,,98.34940404446229,139.50935364624175,205.8522315691896,232.27866444140193,278.05513581051133,220.9622858003492,280.1877785513869,309.11376415185566,346.30142308999956,381.34580208269625,443.6046665349359,372.44756982052706,299.50475987672945,339.66453136804074,378.0254309589422,292.07246264612525,212.14242739156592,217.57724472933046,326.0787595981478,377.172056162625,349.668209787907
Zimbabwe,286.7,677.0,194.8,256.1,131.4,161.7,,,,98.293,198.438,318.272,356.7,368.1,376.677,358.065,340.522,420.364,546.9389999999999,242.1795918367347,473.9452747252747,332.7173372781065,870.433537886873,98.39429271626754
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,,,296.9339622641509,62.047619047619044,78.55714285714285,76.58744394618834,83.36563876651984,89.05726872246696,92.4625550660793,94.27753303964758,93.74449339207048,126.87224669603525,119.38325991189427,125.63876651982379,118.37004405286343,123.65894744865882,122.55291900664083,128.60912695598049,,,,,,
El Salvador,150.65145907473308,161.7,126.6,128.0,132.9,142.1,165.6,173.0,189.89999999999998,201.0,220.7,224.3,237.5,233.89999999999998,247.7,247.6,260.9,294.61,317.2,343.9,351.578,458.494,454.7666666666667,425.19999999999993
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48084338790874,5.296049731064281,5.634558910887799,6.5860840095186,6.521133548200615,9.703849936527906,11.833075049811821,15.83488707148608,29.230408206595225,12.704528304212378,11.786377442106629,19.75109126232189
Honduras,62.95197657961574,63.602176056080914,82.19517679140746,60.561786644110256,62.58927480976833,75.59591854015835,95.92434017284904,132.42840063902497,156.8025572767543,170.18697969314795,200.3584058867374,209.70567423162518,254.07160674981657,241.8879921741257,288.1489026761738,334.21713429792385,367.92859643674956,358.4975844894758,392.63014033942557,341.210438870203,420.7669935183646,458.31072789077996,522.9608573826796,581.271651183095
Nicaragua,28.193450444589025,34.831910071361904,35.30712498179362,32.628065155736266,34.12357395134253,37.28514513375072,39.47204379759872,42.659728782411634,41.72177290493866,44.272442921091574,51.453111133903846,70.13296980043911,74.53201093727247,81.39192994117772,98.9329471510318,85.07359844390895,86.72544483921432,81.59393269387536,76.93150684931507,79.34330960337063,77.9196503033963,84.21404786365383,98.59293650294244,105.26401630988785
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States of America,331805.61057213676,378463.1387538414,440532.0695861917,492999.3761593967,533203.0,558335.0,589586.0,656756.0,705917.0,738005.0,752288.0,725205.0,679229.0,647789.0,633829.639,639856.443,646752.927,682491.4,734344.1,778397.2,806230.2,860692.2,916014.7,997309.0
Argentina,3183.591795897949,1114.1724829103634,1374.8737343266807,1465.8091882461604,1699.579151829071,1847.5531298394728,2296.44824188781,2788.980204569742,2981.8522900938246,3475.348407463491,4051.9301045706466,4563.217858772342,5137.974300969896,4979.442724458205,5482.616700963933,4509.647660052341,5459.6436724540135,3842.8523653176017,3132.654926067453,2830.9297052154193,3073.4333228081255,4338.261310308717,4882.352998999768,4177.618452205222
Bolivia,188.9194785527901,157.3455362468619,173.40647453575255,166.3831417517297,163.95886622217037,167.90998585429662,195.36418093042508,365.82631809038566,305.420456957265,547.246000161045,403.5692023609766,499.8732295672937,564.5121075774239,625.9096546136035,580.6173401505065,519.3099343264205,574.1261133739499,602.8559179948289,593.1585685912642,510.4958273471458,536.2472332130958,429.36559062577425,588.8164036886878,655.1301263654879
Chile,1893.09822376358,1779.5531376599022,2067.983997639565,2687.3208657832524,3100.391590801903,3855.358068926501,4022.4781037545167,4641.877575551094,3902.221588275149,4894.081125097746,5686.752069601463,5466.101782017839,5529.879480609684,5102.777422117338,4630.772773721746,4796.01096208952,5370.018134870679,5545.831932778564,5182.156528660157,5246.204733451836,5194.059174297632,4649.295736329365,5470.078568904183,5105.441707261223
Colombia,3264.438192230924,3347.522601667572,3278.3695028929856,4056.896991185455,4914.190181960764,5326.664238461082,6775.762766505156,9051.130501954049,9033.202672523235,10422.054493645217,10306.57850595734,11706.271912738606,12503.812627422021,11845.950895382397,9127.165374889575,8675.98082276398,10018.029817582357,10134.71959055053,10167.547855570394,9554.131505351017,10180.134292076586,9661.013161746454,10779.238341591625,15096.259111906225
Ecuador,384.0,505.0,739.0,710.0,954.0,950.0,1310.0,1646.0,1949.0,2094.0,2453.7,2589.776,2735.825,2786.519,2597.51,2513.2,2462.7,2549.4,2346.0,2356.3,2408.81,2586.48,2692.0,2698.0
Guyana,14.371052898500436,16.65224346366664,16.345330568708157,22.132238739738185,18.506566604127578,19.176973644773916,24.971954118420335,30.52059342051632,31.055650894827163,31.07505549117052,32.41674754188356,33.54260660213939,35.163485788289826,39.28096746979678,46.43050847457627,51.56213082321534,59.51089588377724,61.745465962467776,67.20693771302835,76.54183968311678,76.54494516317185,88.1982412136681,109.67487253633666,201.84155893808693
Paraguay,91.29889392508213,69.8927412933427,63.51188005691786,84.46698626038018,77.46893796657797,106.55740613898422,132.39361617574593,168.1548573995471,168.48626190490575,204.6052548221292,285.10624084439166,320.9097565605706,371.2155753621545,398.370830477549,386.53886426470393,343.2323405624826,348.17965747301054,386.55638958634836,375.7795113839231,364.34219998371367,372.6013693137807,365.6882525756103,397.5794853625594,413.97134808491046
Peru,904.2354491093096,839.613251812882,891.2539133584593,922.0460744703604,1203.0394213774448,1291.0601395231888,1332.655375707312,1503.6638913805077,1848.5629300641885,2178.945723333631,2355.1678338493666,2857.98338219855,3305.451871317915,3217.5746568971613,3312.2145701862896,2536.0723348143015,2665.7853132957102,2648.683287361667,2766.847335140018,2653.592900085886,2657.5017745932614,2799.190985043305,3308.6118483134364,2565.2686137199557
Venezuela,1911.4001365285812,1071.3639691631854,987.890177726888,1448.7159829326454,2665.390596961359,3630.0884955752217,4351.5603167210065,5660.456450861668,4055.379599441081,3991.1948347443517,3577.53158743851,5114.847099993006,6199.698500155424,1554.7271082393247,320.5391579635235,218.15489292907495,2127.936596435706,763.6233333456439,4.112702176528608,2.5915767326464496,2.024833039105932,4.627333501938637,3.9170573402045368,0.0
Fiji,32.811655824617965,30.9143042680947,37.296898079763665,46.79881127557056,43.11135029007019,54.067168058780716,75.57691829992301,53.58565862045165,51.28572232079398,50.40895371446742,60.78552746780876,59.22151640603612,58.10827689951612,74.78794112721579,42.61755760351153,54.411608003680406,75.27655501156583,81.37831357093523,79.02219897721992,71.18100399753999,68.72685185185186,68.0967657079601,73.34829746573489,77.63833568937058
Papua New Guinea,25.23076559881017,17.02086146610461,19.307132133185537,24.42172944323422,30.464707683876274,31.30796635620418,39.287099330601784,39.33202226592447,52.04817178074436,46.33562437253842,64.19313614259143,110.62318527583808,105.10089061755127,112.3757559260335,99.84064267898488,79.05131930988075,80.86075551716011,79.95690578511802,91.73453996983409,93.46198156682028,87.78552746294682,132.7909406124206,97.04925702319157,91.00505612322591
Afghanistan,,,,125.11155745705429,122.72719313487397,131.34623126951666,219.58021429619842,240.53259462098535,251.8695148203345,298.1471028257008,325.8069497233305,238.583385374322,217.19410711329814,268.2387877199877,199.5171087648259,185.87831006238258,191.40711324439658,198.07472857440797,226.3062437292583,279.57695492519326,278.250788014927,,,
Bangladesh,705.4816952129768,681.8161617197214,719.4429569408867,770.6411602889672,773.6776681791534,829.6827948377387,953.4642235996222,1030.0200182387623,1258.791156602384,1624.625085966406,1801.5398018135625,1823.4250763778864,2047.9890708703356,2355.9915247115246,2815.281640954544,3239.753509639179,3266.033239356584,3649.6238075765878,4348.5018948365705,4651.183348262694,4849.929469848361,4214.350329153417,3782.793038256228,4034.561892720439
India,14600.642346099723,14749.667251590712,16333.986643282034,20238.566526541108,23072.312925170067,23951.927958152162,28254.773450064695,33002.37672737971,38722.154392184326,46090.44565650027,49633.81579370266,47216.92004820612,47403.52880142257,50914.096277082994,51295.483753943605,56637.622640874084,64559.43528069269,66257.80171827496,71468.90052430412,72937.06404779929,76348.53879392086,79976.78932793697,82293.33216258115,86125.97624855244
Nepal,64.7017383751416,85.40588572177009,102.93414620692553,130.65032793293665,159.3260237503065,157.24768952493002,169.57539712414362,187.0696958359673,209.703501957568,254.95007210667686,284.5188510626225,256.68683947359773,281.0384256935982,328.115662238927,323.7977296402706,356.4952786405869,436.74556354662235,429.3730059326625,428.6968950576221,434.38167346146383,453.2637836078492,454.50977533688734,436.4629238793196,426.5178344615292
Pakistan,2842.0467904248862,3273.4018933825378,3722.814794292838,4128.195489367107,4587.117425165296,4969.197611466818,5342.575137680384,5226.678786501533,5274.564970769608,5974.613176076194,6954.7875112631655,7478.831888576715,7655.678989264873,8676.510710112492,9506.441631231208,10004.709598813655,11378.168955074414,11537.426075768064,10223.117331007528,10241.024484575892,11649.407810499359,10358.13859029127,8626.157588370106,10165.952756244771
Sri Lanka,675.0165020193997,571.657950222711,541.695589560821,619.3054924204991,644.2118251109475,791.4910406682449,1054.816810247417,1511.3630069968801,1522.2323720040022,1532.026109106347,1753.3215755437977,1474.9026276811674,1600.8414104083865,1914.5912202907846,2057.8664069716037,1741.4566499742639,1866.5344389938177,1638.9143268756698,1560.094458931629,1486.440860794995,1539.694803940506,1001.9558189446814,1165.8246402134698,1333.3123534166348
China,26561.462998292423,30284.127409997203,33144.0004814458,37904.57182699605,42789.95365090244,51453.37323384863,62136.59075458873,78840.80281986286,96601.66675295417,105522.64810183836,125286.37316401086,145127.60959620716,164070.4693217442,182109.20461907954,196538.82723079034,198538.36142755367,210443.03474096782,232530.59598526615,240332.55545815144,257973.4298335652,285930.51805605274,291958.42846021045,296821.37759150215,313658.3302171763
